"Pair","Param1","Param2","Param1Value","Param2Value","TrueMu"
"gamma_max_vs_a","gamma_max","a",0.185714285714286,1.75,0.637832301403993
"gamma_max_vs_a","gamma_max","a",0.185714285714286,2,0.715447580308001
"gamma_max_vs_a","gamma_max","a",0.185714285714286,2.25,0.786200103339006
"gamma_max_vs_a","gamma_max","a",0.185714285714286,2.5,0.8509416183023
"gamma_max_vs_a","gamma_max","a",0.185714285714286,2.75,0.910429117413201
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3,0.965316278471577
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3.25,1.01616109310415
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3.5,1.06343831301562
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3.75,1.10755224335824
"gamma_max_vs_a","gamma_max","a",0.185714285714286,4,1.1488482772406
"gamma_max_vs_a","gamma_max","a",0.2,0.5,0.149059746237024
"gamma_max_vs_a","gamma_max","a",0.2,0.75,0.267076948686946
"gamma_max_vs_a","gamma_max","a",0.2,1,0.382112309949105
"gamma_max_vs_a","gamma_max","a",0.2,1.25,0.488364931457034
"gamma_max_vs_a","gamma_max","a",0.2,1.5,0.584766394928627
"gamma_max_vs_a","gamma_max","a",0.2,1.75,0.671871018588061
"gamma_max_vs_a","gamma_max","a",0.2,2,0.75069223852384
"gamma_max_vs_a","gamma_max","a",0.2,2.25,0.82228506642329
"gamma_max_vs_a","gamma_max","a",0.2,2.5,0.887608481097225
"gamma_max_vs_a","gamma_max","a",0.2,2.75,0.947491889697549
"gamma_max_vs_a","gamma_max","a",0.2,3,1.00263881242708
"gamma_max_vs_a","gamma_max","a",0.2,3.25,1.05364221284815
"gamma_max_vs_a","gamma_max","a",0.2,3.5,1.1010018331243
"gamma_max_vs_a","gamma_max","a",0.2,3.75,1.14514013943653
"gamma_max_vs_a","gamma_max","a",0.2,4,1.18641592563267
"gamma_max_vs_a","gamma_max","a",0.214285714285714,0.5,0.163672840244919
"gamma_max_vs_a","gamma_max","a",0.214285714285714,0.75,0.289103064758583
"gamma_max_vs_a","gamma_max","a",0.214285714285714,1,0.409301609730949
"gamma_max_vs_a","gamma_max","a",0.214285714285714,1.25,0.519033703618702
"gamma_max_vs_a","gamma_max","a",0.214285714285714,1.5,0.617779658267156
"gamma_max_vs_a","gamma_max","a",0.214285714285714,1.75,0.70647528468512
"gamma_max_vs_a","gamma_max","a",0.214285714285714,2,0.78638150132155
"gamma_max_vs_a","gamma_max","a",0.214285714285714,2.25,0.858712810790316
"gamma_max_vs_a","gamma_max","a",0.214285714285714,2.5,0.924532398383758
"gamma_max_vs_a","gamma_max","a",0.214285714285714,2.75,0.984739159333872
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3,1.04008397266967
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3.25,1.09119276746537
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3.5,1.1385886855807
"gamma_max_vs_a","gamma_max","a",0.214285714285714,3.75,1.1827110995043
"gamma_max_vs_a","gamma_max","a",0.214285714285714,4,1.2239312125932
"gamma_max_vs_a","gamma_max","a",0.228571428571429,0.5,0.179349534001123
"gamma_max_vs_a","gamma_max","a",0.228571428571429,0.75,0.31224745640707
"gamma_max_vs_a","gamma_max","a",0.228571428571429,1,0.437478173532727
"gamma_max_vs_a","gamma_max","a",0.228571428571429,1.25,0.550516526322184
"gamma_max_vs_a","gamma_max","a",0.228571428571429,1.5,0.651442907374056
"gamma_max_vs_a","gamma_max","a",0.228571428571429,1.75,0.741587983090559
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2,0.822460636089854
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2.25,0.895431733177835
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2.5,0.961665044160913
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2.75,1.02212575565173
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3,1.07760951310904
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3.25,1.12877317314593
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3.5,1.17616169063778
"gamma_max_vs_a","gamma_max","a",0.228571428571429,3.75,1.22023010883581
"gamma_max_vs_a","gamma_max","a",0.228571428571429,4,1.26136107366046
"gamma_max_vs_a","gamma_max","a",0.242857142857143,0.5,0.196112602007719
"gamma_max_vs_a","gamma_max","a",0.242857142857143,0.75,0.336490504788915
"gamma_max_vs_a","gamma_max","a",0.242857142857143,1,0.466596944697007
"gamma_max_vs_a","gamma_max","a",0.242857142857143,1.25,0.582757876753046
"gamma_max_vs_a","gamma_max","a",0.242857142857143,1.5,0.68569833667504
"gamma_max_vs_a","gamma_max","a",0.242857142857143,1.75,0.777152815121738
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2,0.858876374598743
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2.25,0.932392044851816
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2.5,0.998960077999583
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2.75,1.05960855904718
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3,1.11517524335039
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3.25,1.16634587232447
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3.5,1.21368564721751
"gamma_max_vs_a","gamma_max","a",0.242857142857143,3.75,1.25766407512533
"gamma_max_vs_a","gamma_max","a",0.242857142857143,4,1.29867430741564
"gamma_max_vs_a","gamma_max","a",0.257142857142857,0.5,0.213978563078191
"gamma_max_vs_a","gamma_max","a",0.257142857142857,0.75,0.361806042268724
"gamma_max_vs_a","gamma_max","a",0.257142857142857,1,0.496608943743209
"gamma_max_vs_a","gamma_max","a",0.257142857142857,1.25,0.615700757591906
"gamma_max_vs_a","gamma_max","a",0.257142857142857,1.5,0.720488302513982
"gamma_max_vs_a","gamma_max","a",0.257142857142857,1.75,0.813114608863665
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2,0.895577101762918
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2.25,0.96954587307229
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2.5,1.03637318579102
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2.75,1.09714650046354
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3,1.15274300053428
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3.25,1.2038752872437
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3.5,1.25112727458085
"gamma_max_vs_a","gamma_max","a",0.257142857142857,3.75,1.29498176259986
"gamma_max_vs_a","gamma_max","a",0.257142857142857,4,1.33584150498108
"gamma_max_vs_a","gamma_max","a",0.271428571428571,0.5,0.232957189117414
"gamma_max_vs_a","gamma_max","a",0.271428571428571,0.75,0.388161700384923
"gamma_max_vs_a","gamma_max","a",0.271428571428571,1,0.527461893548312
"gamma_max_vs_a","gamma_max","a",0.271428571428571,1.25,0.649287249561665
"gamma_max_vs_a","gamma_max","a",0.271428571428571,1.5,0.755755714854703
"gamma_max_vs_a","gamma_max","a",0.271428571428571,1.75,0.849419563935066
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2,0.932512990169941
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2.25,1.00684731907346
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2.5,1.07386208649566
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2.75,1.13470053457906
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3,1.19027660091553
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3.25,1.24132775790022
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3.5,1.28845514193184
"gamma_max_vs_a","gamma_max","a",0.271428571428571,3.75,1.33215371678211
"gamma_max_vs_a","gamma_max","a",0.271428571428571,4,1.37283497225177
"gamma_max_vs_a","gamma_max","a",0.285714285714286,0.5,0.253051106636668
"gamma_max_vs_a","gamma_max","a",0.285714285714286,0.75,0.415519332448295
"gamma_max_vs_a","gamma_max","a",0.285714285714286,1,0.559100830164563
"gamma_max_vs_a","gamma_max","a",0.285714285714286,1.25,0.68345900446947
"gamma_max_vs_a","gamma_max","a",0.285714285714286,1.5,0.791444360921127
"gamma_max_vs_a","gamma_max","a",0.285714285714286,1.75,0.886015435424448
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2,0.969636085190876
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2.25,1.04425247755811
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2.5,1.11138650947136
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2.75,1.1722335906595
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3,1.22774177450349
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3.25,1.27867146712013
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3.5,1.3256395882125
"gamma_max_vs_a","gamma_max","a",0.285714285714286,3.75,1.36915218175295
"gamma_max_vs_a","gamma_max","a",0.285714285714286,4,1.40962864637628
"gamma_max_vs_a","gamma_max","a",0.3,0.5,0.274255499627426
"gamma_max_vs_a","gamma_max","a",0.3,0.75,0.44383549190688
"gamma_max_vs_a","gamma_max","a",0.3,1,0.591468682983963
"gamma_max_vs_a","gamma_max","a",0.3,1.25,0.71815767296247
"gamma_max_vs_a","gamma_max","a",0.3,1.5,0.82749916206408
"gamma_max_vs_a","gamma_max","a",0.3,1.75,0.922851661424508
"gamma_max_vs_a","gamma_max","a",0.3,2,1.00690034593274
"gamma_max_vs_a","gamma_max","a",0.3,2.25,1.08171942273003
"gamma_max_vs_a","gamma_max","a",0.3,2.5,1.1489081467765
"gamma_max_vs_a","gamma_max","a",0.3,2.75,1.20971050476459
"gamma_max_vs_a","gamma_max","a",0.3,3,1.26510608579695
"gamma_max_vs_a","gamma_max","a",0.3,3.25,1.31587635523448
"gamma_max_vs_a","gamma_max","a",0.3,3.5,1.3626526340927
"gamma_max_vs_a","gamma_max","a",0.3,3.75,1.40595101153953
"gamma_max_vs_a","gamma_max","a",0.3,4,1.44619800781007
"gamma_max_vs_b","gamma_max","b",0.1,0.5,0.892059572273499
"gamma_max_vs_b","gamma_max","b",0.1,0.75,0.684634813443677
"gamma_max_vs_b","gamma_max","b",0.1,1,0.534727957558086
"gamma_max_vs_b","gamma_max","b",0.1,1.25,0.422937388032485
"gamma_max_vs_b","gamma_max","b",0.1,1.5,0.337997502126777
"gamma_max_vs_b","gamma_max","b",0.1,1.75,0.272709825513207
"gamma_max_vs_b","gamma_max","b",0.1,2,0.222123965991239
"gamma_max_vs_b","gamma_max","b",0.1,2.25,0.182673472805731
"gamma_max_vs_b","gamma_max","b",0.1,2.5,0.151718369311264
"gamma_max_vs_b","gamma_max","b",0.1,2.75,0.127276411561677
"gamma_max_vs_b","gamma_max","b",0.1,3,0.107848870217762
"gamma_max_vs_b","gamma_max","b",0.1,3.25,0.0922986172632071
"gamma_max_vs_b","gamma_max","b",0.1,3.5,0.0797608115059111
"gamma_max_vs_b","gamma_max","b",0.1,3.75,0.0695760653875986
"gamma_max_vs_b","gamma_max","b",0.1,4,0.0612400927391952
"gamma_max_vs_b","gamma_max","b",0.114285714285714,0.5,0.906611543562829
"gamma_max_vs_b","gamma_max","b",0.114285714285714,0.75,0.702693725708044
"gamma_max_vs_b","gamma_max","b",0.114285714285714,1,0.554619980779239
"gamma_max_vs_b","gamma_max","b",0.114285714285714,1.25,0.44359369701659
"gamma_max_vs_b","gamma_max","b",0.114285714285714,1.5,0.358693092423917
"gamma_max_vs_b","gamma_max","b",0.114285714285714,1.75,0.29295065289802
"gamma_max_vs_b","gamma_max","b",0.114285714285714,2,0.241589615645821
"gamma_max_vs_b","gamma_max","b",0.114285714285714,2.25,0.201176381579211
"gamma_max_vs_b","gamma_max","b",0.114285714285714,2.5,0.169169413221606
"gamma_max_vs_b","gamma_max","b",0.114285714285714,2.75,0.143655670798648
"gamma_max_vs_b","gamma_max","b",0.114285714285714,3,0.123182061154504
"gamma_max_vs_b","gamma_max","b",0.114285714285714,3.25,0.106639222877878
"gamma_max_vs_b","gamma_max","b",0.114285714285714,3.5,0.0931772828323557
"gamma_max_vs_b","gamma_max","b",0.114285714285714,3.75,0.082143123780913
"gamma_max_vs_b","gamma_max","b",0.114285714285714,4,0.0730331219580943
"gamma_max_vs_b","gamma_max","b",0.128571428571429,0.5,0.92129863948315
"gamma_max_vs_b","gamma_max","b",0.128571428571429,0.75,0.721009626093752
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1,0.574932766831403
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1.25,0.464855198637483
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1.5,0.380183995031746
"gamma_max_vs_b","gamma_max","b",0.128571428571429,1.75,0.314170488024802
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2,0.262201926196102
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2.25,0.220971238190607
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2.5,0.18803245143969
"gamma_max_vs_b","gamma_max","b",0.128571428571429,2.75,0.161541702046123
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3,0.140093420828875
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3.25,0.122608931469697
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3.5,0.108256608214085
"gamma_max_vs_b","gamma_max","b",0.128571428571429,3.75,0.0963928140908033
"gamma_max_vs_b","gamma_max","b",0.128571428571429,4,0.0865174936121829
"gamma_max_vs_b","gamma_max","b",0.142857142857143,0.5,0.936116242641573
"gamma_max_vs_b","gamma_max","b",0.142857142857143,0.75,0.739575776534484
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1,0.595656581651516
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1.25,0.486709751145369
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1.5,0.402457729000057
"gamma_max_vs_b","gamma_max","b",0.142857142857143,1.75,0.336359680739635
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2,0.283957734258768
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2.25,0.242064849483722
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2.5,0.208327086419024
"gamma_max_vs_b","gamma_max","b",0.142857142857143,2.75,0.180968841441979
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3,0.158633059356943
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3.25,0.140273893060031
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3.5,0.125080647779087
"gamma_max_vs_b","gamma_max","b",0.142857142857143,3.75,0.112421962297147
"gamma_max_vs_b","gamma_max","b",0.142857142857143,4,0.101803997564277
"gamma_max_vs_b","gamma_max","b",0.157142857142857,0.5,0.951059765801987
"gamma_max_vs_b","gamma_max","b",0.157142857142857,0.75,0.758385211087004
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1,0.616780959010976
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1.25,0.509143600899984
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1.5,0.425498838832664
"gamma_max_vs_b","gamma_max","b",0.157142857142857,1.75,0.359503768859408
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2,0.306846890760162
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2.25,0.264454745859074
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2.5,0.230061463251224
"gamma_max_vs_b","gamma_max","b",0.157142857142857,2.75,0.201958076830441
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3,0.178836248305812
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3.25,0.159684373480378
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3.5,0.143714769188534
"gamma_max_vs_b","gamma_max","b",0.157142857142857,3.75,0.13031069097763
"gamma_max_vs_b","gamma_max","b",0.157142857142857,4,0.118986849765451
"gamma_max_vs_b","gamma_max","b",0.171428571428571,0.5,0.966124652758182
"gamma_max_vs_b","gamma_max","b",0.171428571428571,0.75,0.77743074520537
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1,0.638294739392121
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1.25,0.53214147316938
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1.5,0.449289046738387
"gamma_max_vs_b","gamma_max","b",0.171428571428571,1.75,0.383583667441374
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2,0.330852417745741
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2.25,0.288129198545919
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2.5,0.253232023147276
"gamma_max_vs_b","gamma_max","b",0.171428571428571,2.75,0.224516418470742
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3,0.200722311476264
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3.25,0.180873098047561
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3.5,0.164205607948804
"gamma_max_vs_b","gamma_max","b",0.171428571428571,3.75,0.1501195873038
"gamma_max_vs_b","gamma_max","b",0.171428571428571,4,0.138140280557315
"gamma_max_vs_b","gamma_max","b",0.185714285714286,0.5,0.981306376633323
"gamma_max_vs_b","gamma_max","b",0.185714285714286,0.75,0.796704983115777
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1,0.660186108800078
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1.25,0.555686669522088
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1.5,0.473807429625901
"gamma_max_vs_b","gamma_max","b",0.185714285714286,1.75,0.408575919987449
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2,0.355950787531967
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2.25,0.313067440645191
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2.5,0.277823555056943
"gamma_max_vs_b","gamma_max","b",0.185714285714286,2.75,0.248636664204351
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3,0.224293997817633
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3.25,0.203854148352692
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3.5,0.186579430408062
"gamma_max_vs_b","gamma_max","b",0.185714285714286,3.75,0.171887500247866
"gamma_max_vs_b","gamma_max","b",0.185714285714286,4,0.159315756381567
"gamma_max_vs_b","gamma_max","b",0.2,0.5,0.996600435279651
"gamma_max_vs_b","gamma_max","b",0.2,0.75,0.816200322584926
"gamma_max_vs_b","gamma_max","b",0.2,1,0.682442636192923
"gamma_max_vs_b","gamma_max","b",0.2,1.25,0.579761169036755
"gamma_max_vs_b","gamma_max","b",0.2,1.5,0.499030615071608
"gamma_max_vs_b","gamma_max","b",0.2,1.75,0.434453001429857
"gamma_max_vs_b","gamma_max","b",0.2,2,0.382112309949105
"gamma_max_vs_b","gamma_max","b",0.2,2.25,0.339240076772404
"gamma_max_vs_b","gamma_max","b",0.2,2.5,0.303809535521578
"gamma_max_vs_b","gamma_max","b",0.2,2.75,0.274297562656345
"gamma_max_vs_b","gamma_max","b",0.2,3,0.249537362290079
"gamma_max_vs_b","gamma_max","b",0.2,3.25,0.228622468153542
"gamma_max_vs_b","gamma_max","b",0.2,3.5,0.210841191802239
"gamma_max_vs_b","gamma_max","b",0.2,3.75,0.195630099817729
"gamma_max_vs_b","gamma_max","b",0.2,4,0.182540010144941
"gamma_max_vs_b","gamma_max","b",0.214285714285714,0.5,1.01200234347157
"gamma_max_vs_b","gamma_max","b",0.214285714285714,0.75,0.835908956338668
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1,0.705051308127687
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1.25,0.604345730419464
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1.5,0.524932990106954
"gamma_max_vs_b","gamma_max","b",0.214285714285714,1.75,0.461183661410096
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2,0.409301609730949
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2.25,0.366609658117258
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2.5,0.331152732485888
"gamma_max_vs_b","gamma_max","b",0.214285714285714,2.75,0.301464355768071
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3,0.27642214962768
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3.25,0.255153995231242
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3.5,0.236974335504009
"gamma_max_vs_b","gamma_max","b",0.214285714285714,3.75,0.221339279641493
"gamma_max_vs_b","gamma_max","b",0.214285714285714,4,0.207814000831221
"gamma_max_vs_b","gamma_max","b",0.228571428571429,0.5,1.02750762154643
"gamma_max_vs_b","gamma_max","b",0.228571428571429,0.75,0.855822869327259
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1,0.727998559151655
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1.25,0.629419992062225
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1.5,0.551486916516575
"gamma_max_vs_b","gamma_max","b",0.228571428571429,1.75,0.488733295593762
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2,0.437478173532727
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2.25,0.395131393477819
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2.5,0.359806036602531
"gamma_max_vs_b","gamma_max","b",0.228571428571429,2.75,0.330089661711042
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3,0.30490264610648
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3.25,0.283406395908524
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3.5,0.264941329313574
"gamma_max_vs_b","gamma_max","b",0.228571428571429,3.75,0.248983424673746
"gamma_max_vs_b","gamma_max","b",0.228571428571429,4,0.235112855632328
"gamma_max_vs_b","gamma_max","b",0.242857142857143,0.5,1.04311178006558
"gamma_max_vs_b","gamma_max","b",0.242857142857143,0.75,0.875933830966144
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1,0.751270296435488
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1.25,0.65496256711279
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1.5,0.578662946420721
"gamma_max_vs_b","gamma_max","b",0.242857142857143,1.75,0.517064332575227
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2,0.466596944697007
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2.25,0.424753962669645
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2.5,0.389713474418189
"gamma_max_vs_b","gamma_max","b",0.242857142857143,2.75,0.360114642717442
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3,0.334918938397598
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3.25,0.313320341830364
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3.5,0.294684885643552
"gamma_max_vs_b","gamma_max","b",0.242857142857143,3.75,0.278508504855761
"gamma_max_vs_b","gamma_max","b",0.242857142857143,4,0.264386775565939
"gamma_max_vs_b","gamma_max","b",0.257142857142857,0.5,1.05881029997571
"gamma_max_vs_b","gamma_max","b",0.257142857142857,0.75,0.896233381435738
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1,0.774851917171374
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1.25,0.680951130773656
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1.5,0.606430032237575
"gamma_max_vs_b","gamma_max","b",0.257142857142857,1.75,0.546136624303051
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2,0.496608943743209
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2.25,0.455420396800985
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2.5,0.420811352253998
"gamma_max_vs_b","gamma_max","b",0.257142857142857,2.75,0.39147039079826
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3,0.366398498647741
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3.25,0.344821238191126
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3.5,0.326129769971005
"gamma_max_vs_b","gamma_max","b",0.257142857142857,3.75,0.309839900071517
"gamma_max_vs_b","gamma_max","b",0.257142857142857,4,0.295562816732835
"gamma_max_vs_b","gamma_max","b",0.271428571428571,0.5,1.07459860768322
"gamma_max_vs_b","gamma_max","b",0.271428571428571,0.75,0.916712811131459
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1,0.79872831736966
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1.25,0.707362497322332
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1.5,0.634755725678081
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1.75,0.575907828855237
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2,0.527461893548312
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2.25,0.487068990193171
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2.5,0.453029477731734
"gamma_max_vs_b","gamma_max","b",0.271428571428571,2.75,0.424079458319917
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3,0.399258002506254
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3.25,0.377821291465737
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3.5,0.359185070081951
"gamma_max_vs_b","gamma_max","b",0.271428571428571,3.75,0.34288481759213
"gamma_max_vs_b","gamma_max","b",0.271428571428571,4,0.328547401853827
"gamma_max_vs_b","gamma_max","b",0.285714285714286,0.5,1.09047204444198
"gamma_max_vs_b","gamma_max","b",0.285714285714286,0.75,0.937363132442718
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1,0.822883890901405
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1.25,0.734172684756098
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1.5,0.663606361203608
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1.75,0.60633377574522
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2,0.559100830164563
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2.25,0.519634210985979
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2.5,0.486292407537818
"gamma_max_vs_b","gamma_max","b",0.285714285714286,2.75,0.457857459960865
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3,0.433405282379552
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3.25,0.412221794166372
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3.5,0.393746779913573
"gamma_max_vs_b","gamma_max","b",0.285714285714286,3.75,0.377535134424308
"gamma_max_vs_b","gamma_max","b",0.285714285714286,4,0.363229376360515
"gamma_max_vs_b","gamma_max","b",0.3,0.5,1.10642582951884
"gamma_max_vs_b","gamma_max","b",0.3,0.75,0.95817504322567
"gamma_max_vs_b","gamma_max","b",0.3,1,0.847302517964873
"gamma_max_vs_b","gamma_max","b",0.3,1.25,0.761356965515262
"gamma_max_vs_b","gamma_max","b",0.3,1.5,0.692947220351628
"gamma_max_vs_b","gamma_max","b",0.3,1.75,0.637368805658242
"gamma_max_vs_b","gamma_max","b",0.3,2,0.591468682983963
"gamma_max_vs_b","gamma_max","b",0.3,2.25,0.553047581345729
"gamma_max_vs_b","gamma_max","b",0.3,2.5,0.520520674654792
"gamma_max_vs_b","gamma_max","b",0.3,2.75,0.492714677103604
"gamma_max_vs_b","gamma_max","b",0.3,3,0.468741321289218
"gamma_max_vs_b","gamma_max","b",0.3,3.25,0.447915504130671
"gamma_max_vs_b","gamma_max","b",0.3,3.5,0.429700546838159
"gamma_max_vs_b","gamma_max","b",0.3,3.75,0.413670485247279
"gamma_max_vs_b","gamma_max","b",0.3,4,0.399483403138878
"gamma_max_vs_p","gamma_max","p",0.1,0.1,0.221367360264723
"gamma_max_vs_p","gamma_max","p",0.1,0.15,0.222490700253414
"gamma_max_vs_p","gamma_max","p",0.1,0.2,0.223214605180983
"gamma_max_vs_p","gamma_max","p",0.1,0.25,0.223413303630477
"gamma_max_vs_p","gamma_max","p",0.1,0.3,0.223190434917557
"gamma_max_vs_p","gamma_max","p",0.1,0.35,0.222712441244883
